,Drug Original Name,Concentration
558,SODIUM METHOTREXATE ,500 MG INY 20 ML
559,SODIUM METHOTREXATE ,500 MG INY 20 ML
560,VINCRISTINE SULFATO ,1 MG
561,VINCRISTINE SULFATO ,1 MG
562,VINCRISTINE SULFATO ,1 MG
563,VINCRISTINE SULFATO ,1 MG
564,VINCRISTINE SULFATO ,1 MG
565,VINCRISTINE SULFATO ,1 MG
566,VINCRISTINE SULFATO ,1 MG
567,VINCRISTINE SULFATO ,1 MG
568,VINCRISTINE SULFATO ,1 MG
569,VINCRISTINE SULFATO ,1 MG
570,VINCRISTINE SULFATO ,1 MG
571,VINCRISTINE SULFATO ,1 MG
572,VINCRISTINE SULFATO ,1 MG
573,VINCRISTINE SULFATO ,1 MG
574,VINCRISTINE SULFATO ,1 MG
575,VINCRISTINE SULFATO ,1 MG
576,VINCRISTINE SULFATO ,1 MG
577,VINCRISTINE SULFATO ,1 MG
578,VINCRISTINE SULFATO ,1 MG
579,VINCRISTINE SULFATO ,1 MG
580,VINCRISTINE SULFATO ,1 MG
581,VINCRISTINE SULFATO ,1 MG
582,VINCRISTINE SULFATO ,1 MG
583,VINCRISTINE SULFATO ,1 MG
584,VINCRISTINE SULFATO ,1 MG
585,VINCRISTINE SULFATO ,1 MG
586,VINCRISTINE SULFATO ,1 MG
587,VINCRISTINE SULFATO ,1 MG
588,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
589,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
590,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
591,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
592,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
593,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
594,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
595,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
596,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
597,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
598,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
599,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
600,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
601,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
602,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
603,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
604,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
605,TAMOXIFENO CITRATE ,20 MG TAB
606,TAMOXIFENO CITRATE ,20 MG TAB
607,TAMOXIFENO CITRATE ,20 MG TAB
608,TAMOXIFENO CITRATE ,20 MG TAB
609,TAMOXIFENO CITRATE ,20 MG TAB
610,TAMOXIFENO CITRATE ,20 MG TAB
611,TAMOXIFENO CITRATE ,20 MG TAB
612,TAMOXIFENO CITRATE ,20 MG TAB
613,TAMOXIFENO CITRATE ,20 MG TAB
614,TAMOXIFENO CITRATE ,20 MG TAB
615,TAMOXIFENO CITRATE ,20 MG TAB
616,TAMOXIFENO CITRATE ,20 MG TAB
617,TAMOXIFENO CITRATE ,20 MG TAB
618,TAMOXIFENO CITRATE ,20 MG TAB
619,TAMOXIFENO CITRATE ,20 MG TAB
620,TAMOXIFENO CITRATE ,20 MG TAB
621,TAMOXIFENO CITRATE ,20 MG TAB
622,FLUOROURACILO ,500 MG INY
623,FLUOROURACILO ,500 MG INY
624,FLUOROURACILO ,500 MG INY
625,FLUOROURACILO ,500 MG INY
626,FLUOROURACILO ,500 MG INY
627,FLUOROURACILO ,500 MG INY
628,FLUOROURACILO ,500 MG INY
629,FLUOROURACILO ,500 MG INY
630,FLUOROURACILO ,500 MG INY
631,FLUOROURACILO ,500 MG INY
632,FLUOROURACILO ,500 MG INY
633,FLUOROURACILO ,500 MG INY
634,MESNA ,100 MG/ML INY 4 ML
635,MESNA ,100 MG/ML INY 4 ML
636,MESNA ,100 MG/ML INY 4 ML
637,MESNA ,100 MG/ML INY 4 ML
638,MESNA ,100 MG/ML INY 4 ML
639,MESNA ,100 MG/ML INY 4 ML
640,MESNA ,100 MG/ML INY 4 ML
641,MESNA ,100 MG/ML INY 4 ML
642,MESNA ,100 MG/ML INY 4 ML
643,MESNA ,100 MG/ML INY 4 ML
644,MESNA ,100 MG/ML INY 4 ML
645,MESNA ,100 MG/ML INY 4 ML
646,MESNA ,100 MG/ML INY 4 ML
647,MESNA ,100 MG/ML INY 4 ML
648,CAPECITABINA ,500 MG TAB
649,CAPECITABINA ,500 MG TAB
650,CAPECITABINA ,500 MG TAB
651,CAPECITABINA ,500 MG TAB
652,CAPECITABINA ,500 MG TAB
653,CAPECITABINA ,500 MG TAB
654,CAPECITABINA ,500 MG TAB
655,CAPECITABINA ,500 MG TAB
656,CAPECITABINA ,500 MG TAB
657,CAPECITABINA ,500 MG TAB
658,VINCRISTINE SULFATO ,1 MG
659,VINCRISTINE SULFATO ,1 MG
660,VINCRISTINE SULFATO ,1 MG
661,VINCRISTINE SULFATO ,1 MG
662,VINCRISTINE SULFATO ,1 MG
663,VINCRISTINE SULFATO ,1 MG
664,VINCRISTINE SULFATO ,1 MG
665,VINCRISTINE SULFATO ,1 MG
666,VINCRISTINE SULFATO ,1 MG
667,VINCRISTINE SULFATO ,1 MG
668,VINCRISTINE SULFATO ,1 MG
669,VINCRISTINE SULFATO ,1 MG
670,VINCRISTINE SULFATO ,1 MG
671,FLUOROURACILO ,50 MG/ML INY 5 ML
672,FLUOROURACILO ,50 MG/ML INY 5 ML
673,FLUOROURACILO ,50 MG/ML INY 5 ML
674,FLUOROURACILO ,50 MG/ML INY 5 ML
675,FLUOROURACILO ,50 MG/ML INY 5 ML
676,FLUOROURACILO ,50 MG/ML INY 5 ML
677,FLUOROURACILO ,50 MG/ML INY 5 ML
678,SODIUM METHOTREXATE ,500 MG INY 20 ML
679,SODIUM METHOTREXATE ,500 MG INY 20 ML
680,SODIUM METHOTREXATE ,500 MG INY 20 ML
681,SODIUM METHOTREXATE ,500 MG INY 20 ML
682,SODIUM METHOTREXATE ,500 MG INY 20 ML
683,SODIUM METHOTREXATE ,500 MG INY 20 ML
684,SODIUM METHOTREXATE ,500 MG INY 20 ML
685,SODIUM METHOTREXATE ,500 MG INY 20 ML
686,SODIUM METHOTREXATE ,500 MG INY 20 ML
687,SODIUM METHOTREXATE ,500 MG INY 20 ML
688,SODIUM METHOTREXATE ,500 MG INY 20 ML
689,PACLITAXEL ,100 MG/16.7 ML  INY
690,PACLITAXEL ,100 MG/16.7 ML  INY
691,PACLITAXEL ,100 MG/16.7 ML  INY
692,PACLITAXEL ,100 MG/16.7 ML  INY
693,PACLITAXEL ,100 MG/16.7 ML  INY
694,PACLITAXEL ,100 MG/16.7 ML  INY
695,PACLITAXEL ,100 MG/16.7 ML  INY
696,PACLITAXEL ,100 MG/16.7 ML  INY
697,PACLITAXEL ,100 MG/16.7 ML  INY
698,PACLITAXEL ,100 MG/16.7 ML  INY
699,PACLITAXEL ,100 MG/16.7 ML  INY
700,PACLITAXEL ,100 MG/16.7 ML  INY
701,SODIUM METHOTREXATE ,2.5 MG TAB
702,SODIUM METHOTREXATE ,2.5 MG TAB
703,SODIUM METHOTREXATE ,2.5 MG TAB
704,SODIUM METHOTREXATE ,2.5 MG TAB
705,SODIUM METHOTREXATE ,2.5 MG TAB
706,SODIUM METHOTREXATE ,2.5 MG TAB
707,SODIUM METHOTREXATE ,2.5 MG TAB
708,SODIUM METHOTREXATE ,2.5 MG TAB
709,SODIUM METHOTREXATE ,2.5 MG TAB
710,SODIUM METHOTREXATE ,2.5 MG TAB
711,SODIUM METHOTREXATE ,2.5 MG TAB
712,SODIUM METHOTREXATE ,2.5 MG TAB
713,SODIUM METHOTREXATE ,2.5 MG TAB
714,SODIUM METHOTREXATE ,2.5 MG TAB
715,SODIUM METHOTREXATE ,2.5 MG TAB
716,SODIUM METHOTREXATE ,2.5 MG TAB
717,SODIUM METHOTREXATE ,2.5 MG TAB
718,SODIUM METHOTREXATE ,2.5 MG TAB
719,SODIUM METHOTREXATE ,2.5 MG TAB
720,SODIUM METHOTREXATE ,2.5 MG TAB
721,SODIUM METHOTREXATE ,2.5 MG TAB
722,SODIUM METHOTREXATE ,2.5 MG TAB
723,SODIUM METHOTREXATE ,2.5 MG TAB
724,SODIUM METHOTREXATE ,2.5 MG TAB
725,SODIUM METHOTREXATE ,2.5 MG TAB
726,SODIUM METHOTREXATE ,2.5 MG TAB
727,SODIUM METHOTREXATE ,2.5 MG TAB
728,SODIUM METHOTREXATE ,2.5 MG TAB
729,SODIUM METHOTREXATE ,2.5 MG TAB
730,SODIUM METHOTREXATE ,2.5 MG TAB
731,SODIUM METHOTREXATE ,2.5 MG TAB
732,SODIUM METHOTREXATE ,2.5 MG TAB
733,SODIUM METHOTREXATE ,2.5 MG TAB
734,SODIUM METHOTREXATE ,2.5 MG TAB
735,SODIUM METHOTREXATE ,2.5 MG TAB
736,SODIUM METHOTREXATE ,2.5 MG TAB
737,SODIUM METHOTREXATE ,2.5 MG TAB
738,SODIUM METHOTREXATE ,2.5 MG TAB
739,SODIUM METHOTREXATE ,2.5 MG TAB
740,PACLITAXEL ,30 MG INY 5 ML
741,PACLITAXEL ,30 MG INY 5 ML
742,PACLITAXEL ,30 MG INY 5 ML
743,PACLITAXEL ,30 MG INY 5 ML
744,PACLITAXEL ,30 MG INY 5 ML
745,PACLITAXEL ,30 MG INY 5 ML
746,PACLITAXEL ,30 MG INY 5 ML
747,PACLITAXEL ,30 MG INY 5 ML
748,PACLITAXEL ,30 MG INY 5 ML
749,PACLITAXEL ,30 MG INY 5 ML
750,PACLITAXEL ,30 MG INY 5 ML
751,RITUXIMAB ,100 MG/10 ML INY 10 ML
752,RITUXIMAB ,100 MG/10 ML INY 10 ML
753,RITUXIMAB ,100 MG/10 ML INY 10 ML
754,RITUXIMAB ,100 MG/10 ML INY 10 ML
755,RITUXIMAB ,100 MG/10 ML INY 10 ML
756,RITUXIMAB ,100 MG/10 ML INY 10 ML
757,RITUXIMAB ,100 MG/10 ML INY 10 ML
758,RITUXIMAB ,100 MG/10 ML INY 10 ML
759,RITUXIMAB ,100 MG/10 ML INY 10 ML
760,RITUXIMAB ,100 MG/10 ML INY 10 ML
761,RITUXIMAB ,100 MG/10 ML INY 10 ML
762,RITUXIMAB ,100 MG/10 ML INY 10 ML
763,RITUXIMAB ,100 MG/10 ML INY 10 ML
764,RITUXIMAB ,100 MG/10 ML INY 10 ML
765,RITUXIMAB ,100 MG/10 ML INY 10 ML
766,RITUXIMAB ,100 MG/10 ML INY 10 ML
767,RITUXIMAB ,500 MG/50 ML INY 50 ML
768,RITUXIMAB ,500 MG/50 ML INY 50 ML
769,RITUXIMAB ,500 MG/50 ML INY 50 ML
770,RITUXIMAB ,500 MG/50 ML INY 50 ML
771,RITUXIMAB ,500 MG/50 ML INY 50 ML
772,RITUXIMAB ,500 MG/50 ML INY 50 ML
773,RITUXIMAB ,500 MG/50 ML INY 50 ML
774,RITUXIMAB ,500 MG/50 ML INY 50 ML
775,RITUXIMAB ,500 MG/50 ML INY 50 ML
776,RITUXIMAB ,500 MG/50 ML INY 50 ML
777,RITUXIMAB ,500 MG/50 ML INY 50 ML
778,RITUXIMAB ,500 MG/50 ML INY 50 ML
779,RITUXIMAB ,500 MG/50 ML INY 50 ML
780,RITUXIMAB ,500 MG/50 ML INY 50 ML
781,RITUXIMAB ,500 MG/50 ML INY 50 ML
782,RITUXIMAB ,100 MG/10 ML INY 10 ML
783,RITUXIMAB ,100 MG/10 ML INY 10 ML
784,RITUXIMAB ,100 MG/10 ML INY 10 ML
785,RITUXIMAB ,100 MG/10 ML INY 10 ML
786,RITUXIMAB ,100 MG/10 ML INY 10 ML
787,RITUXIMAB ,100 MG/10 ML INY 10 ML
788,RITUXIMAB ,100 MG/10 ML INY 10 ML
789,RITUXIMAB ,100 MG/10 ML INY 10 ML
790,RITUXIMAB ,100 MG/10 ML INY 10 ML
791,RITUXIMAB ,100 MG/10 ML INY 10 ML
792,RITUXIMAB ,100 MG/10 ML INY 10 ML
793,RITUXIMAB ,100 MG/10 ML INY 10 ML
794,RITUXIMAB ,100 MG/10 ML INY 10 ML
795,RITUXIMAB ,100 MG/10 ML INY 10 ML
796,RITUXIMAB ,100 MG/10 ML INY 10 ML
797,RITUXIMAB ,100 MG/10 ML INY 10 ML
798,RITUXIMAB ,100 MG/10 ML INY 10 ML
799,RITUXIMAB ,100 MG/10 ML INY 10 ML
800,RITUXIMAB ,100 MG/10 ML INY 10 ML
801,RITUXIMAB ,100 MG/10 ML INY 10 ML
802,RITUXIMAB ,100 MG/10 ML INY 10 ML
803,RITUXIMAB ,100 MG/10 ML INY 10 ML
804,RITUXIMAB ,100 MG/10 ML INY 10 ML
805,RITUXIMAB ,100 MG/10 ML INY 10 ML
806,RITUXIMAB ,100 MG/10 ML INY 10 ML
807,RITUXIMAB ,100 MG/10 ML INY 10 ML
808,RITUXIMAB ,500 MG/50 ML INY 50 ML
809,RITUXIMAB ,500 MG/50 ML INY 50 ML
810,RITUXIMAB ,500 MG/50 ML INY 50 ML
811,RITUXIMAB ,500 MG/50 ML INY 50 ML
812,RITUXIMAB ,500 MG/50 ML INY 50 ML
813,RITUXIMAB ,500 MG/50 ML INY 50 ML
814,RITUXIMAB ,500 MG/50 ML INY 50 ML
815,RITUXIMAB ,500 MG/50 ML INY 50 ML
816,RITUXIMAB ,500 MG/50 ML INY 50 ML
817,RITUXIMAB ,500 MG/50 ML INY 50 ML
818,RITUXIMAB ,500 MG/50 ML INY 50 ML
819,RITUXIMAB ,500 MG/50 ML INY 50 ML
820,RITUXIMAB ,500 MG/50 ML INY 50 ML
821,RITUXIMAB ,500 MG/50 ML INY 50 ML
822,RITUXIMAB ,500 MG/50 ML INY 50 ML
823,RITUXIMAB ,500 MG/50 ML INY 50 ML
824,RITUXIMAB ,500 MG/50 ML INY 50 ML
825,RITUXIMAB ,500 MG/50 ML INY 50 ML
826,RITUXIMAB ,500 MG/50 ML INY 50 ML
827,RITUXIMAB ,500 MG/50 ML INY 50 ML
828,RITUXIMAB ,500 MG/50 ML INY 50 ML
829,RITUXIMAB ,500 MG/50 ML INY 50 ML
830,RITUXIMAB ,500 MG/50 ML INY 50 ML
831,RITUXIMAB ,500 MG/50 ML INY 50 ML
832,RITUXIMAB ,500 MG/50 ML INY 50 ML
833,RITUXIMAB ,500 MG/50 ML INY 50 ML
834,RITUXIMAB ,500 MG/50 ML INY 50 ML
835,RITUXIMAB ,500 MG/50 ML INY 50 ML
836,RITUXIMAB ,100 MG/10 ML INY 10 ML
837,RITUXIMAB ,100 MG/10 ML INY 10 ML
838,RITUXIMAB ,100 MG/10 ML INY 10 ML
839,RITUXIMAB ,100 MG/10 ML INY 10 ML
840,RITUXIMAB ,100 MG/10 ML INY 10 ML
841,RITUXIMAB ,100 MG/10 ML INY 10 ML
842,RITUXIMAB ,100 MG/10 ML INY 10 ML
843,RITUXIMAB ,100 MG/10 ML INY 10 ML
844,RITUXIMAB ,100 MG/10 ML INY 10 ML
845,RITUXIMAB ,100 MG/10 ML INY 10 ML
846,RITUXIMAB ,100 MG/10 ML INY 10 ML
847,RITUXIMAB ,100 MG/10 ML INY 10 ML
848,RITUXIMAB ,100 MG/10 ML INY 10 ML
849,RITUXIMAB ,100 MG/10 ML INY 10 ML
850,RITUXIMAB ,100 MG/10 ML INY 10 ML
851,RITUXIMAB ,100 MG/10 ML INY 10 ML
852,RITUXIMAB ,100 MG/10 ML INY 10 ML
853,RITUXIMAB ,100 MG/10 ML INY 10 ML
854,RITUXIMAB ,100 MG/10 ML INY 10 ML
855,RITUXIMAB ,100 MG/10 ML INY 10 ML
856,RITUXIMAB ,100 MG/10 ML INY 10 ML
857,RITUXIMAB ,100 MG/10 ML INY 10 ML
858,RITUXIMAB ,100 MG/10 ML INY 10 ML
859,RITUXIMAB ,100 MG/10 ML INY 10 ML
860,RITUXIMAB ,500 MG/50 ML INY 50 ML
861,RITUXIMAB ,500 MG/50 ML INY 50 ML
862,RITUXIMAB ,500 MG/50 ML INY 50 ML
863,RITUXIMAB ,500 MG/50 ML INY 50 ML
864,RITUXIMAB ,500 MG/50 ML INY 50 ML
865,RITUXIMAB ,500 MG/50 ML INY 50 ML
866,RITUXIMAB ,500 MG/50 ML INY 50 ML
867,RITUXIMAB ,500 MG/50 ML INY 50 ML
868,RITUXIMAB ,500 MG/50 ML INY 50 ML
869,RITUXIMAB ,500 MG/50 ML INY 50 ML
870,RITUXIMAB ,500 MG/50 ML INY 50 ML
871,RITUXIMAB ,500 MG/50 ML INY 50 ML
872,RITUXIMAB ,500 MG/50 ML INY 50 ML
873,RITUXIMAB ,500 MG/50 ML INY 50 ML
874,RITUXIMAB ,500 MG/50 ML INY 50 ML
875,RITUXIMAB ,500 MG/50 ML INY 50 ML
876,RITUXIMAB ,500 MG/50 ML INY 50 ML
877,RITUXIMAB ,500 MG/50 ML INY 50 ML
878,RITUXIMAB ,500 MG/50 ML INY 50 ML
879,RITUXIMAB ,500 MG/50 ML INY 50 ML
880,RITUXIMAB ,500 MG/50 ML INY 50 ML
881,RITUXIMAB ,500 MG/50 ML INY 50 ML
882,RITUXIMAB ,500 MG/50 ML INY 50 ML
883,RITUXIMAB ,500 MG/50 ML INY 50 ML
884,RITUXIMAB ,500 MG/50 ML INY 50 ML
885,MESNA ,100 MG/ML INY 4 ML
886,MESNA ,100 MG/ML INY 4 ML
887,MESNA ,100 MG/ML INY 4 ML
888,MESNA ,100 MG/ML INY 4 ML
889,MESNA ,100 MG/ML INY 4 ML
890,MESNA ,100 MG/ML INY 4 ML
891,MESNA ,100 MG/ML INY 4 ML
892,MESNA ,100 MG/ML INY 4 ML
893,MESNA ,100 MG/ML INY 4 ML
894,MESNA ,100 MG/ML INY 4 ML
895,MESNA ,100 MG/ML INY 4 ML
896,MESNA ,100 MG/ML INY 4 ML
897,MESNA ,100 MG/ML INY 4 ML
898,MESNA ,100 MG/ML INY 4 ML
899,MESNA ,100 MG/ML INY 4 ML
900,MESNA ,100 MG/ML INY 4 ML
901,SODIUM METHOTREXATE ,2.5 MG TAB
902,SODIUM METHOTREXATE ,2.5 MG TAB
903,SODIUM METHOTREXATE ,2.5 MG TAB
904,SODIUM METHOTREXATE ,2.5 MG TAB
905,SODIUM METHOTREXATE ,2.5 MG TAB
906,SODIUM METHOTREXATE ,2.5 MG TAB
907,SODIUM METHOTREXATE ,2.5 MG TAB
908,SODIUM METHOTREXATE ,2.5 MG TAB
909,SODIUM METHOTREXATE ,2.5 MG TAB
910,SODIUM METHOTREXATE ,2.5 MG TAB
911,SODIUM METHOTREXATE ,2.5 MG TAB
912,SODIUM METHOTREXATE ,2.5 MG TAB
913,SODIUM METHOTREXATE ,2.5 MG TAB
914,SODIUM METHOTREXATE ,2.5 MG TAB
915,SODIUM METHOTREXATE ,2.5 MG TAB
916,SODIUM METHOTREXATE ,2.5 MG TAB
917,SODIUM METHOTREXATE ,2.5 MG TAB
918,SODIUM METHOTREXATE ,2.5 MG TAB
919,SODIUM METHOTREXATE ,2.5 MG TAB
920,SODIUM METHOTREXATE ,2.5 MG TAB
921,SODIUM METHOTREXATE ,2.5 MG TAB
922,SODIUM METHOTREXATE ,2.5 MG TAB
923,SODIUM METHOTREXATE ,2.5 MG TAB
924,SODIUM METHOTREXATE ,2.5 MG TAB
925,SODIUM METHOTREXATE ,2.5 MG TAB
926,SODIUM METHOTREXATE ,2.5 MG TAB
927,SODIUM METHOTREXATE ,2.5 MG TAB
928,SODIUM METHOTREXATE ,2.5 MG TAB
929,SODIUM METHOTREXATE ,2.5 MG TAB
930,SODIUM METHOTREXATE ,2.5 MG TAB
931,SODIUM METHOTREXATE ,2.5 MG TAB
932,SODIUM METHOTREXATE ,2.5 MG TAB
933,SODIUM METHOTREXATE ,2.5 MG TAB
934,SODIUM METHOTREXATE ,2.5 MG TAB
935,SODIUM METHOTREXATE ,2.5 MG TAB
936,SODIUM METHOTREXATE ,2.5 MG TAB
937,SODIUM METHOTREXATE ,2.5 MG TAB
938,SODIUM METHOTREXATE ,2.5 MG TAB
939,SODIUM METHOTREXATE ,2.5 MG TAB
940,SODIUM METHOTREXATE ,2.5 MG TAB
941,SODIUM METHOTREXATE ,2.5 MG TAB
942,SODIUM METHOTREXATE ,2.5 MG TAB
943,SODIUM METHOTREXATE ,2.5 MG TAB
944,SODIUM METHOTREXATE ,500 MG INY 20 ML
945,SODIUM METHOTREXATE ,500 MG INY 20 ML
946,SODIUM METHOTREXATE ,500 MG INY 20 ML
947,SODIUM METHOTREXATE ,500 MG INY 20 ML
948,SODIUM METHOTREXATE ,500 MG INY 20 ML
949,SODIUM METHOTREXATE ,500 MG INY 20 ML
950,SODIUM METHOTREXATE ,500 MG INY 20 ML
951,SODIUM METHOTREXATE ,500 MG INY 20 ML
952,SODIUM METHOTREXATE ,500 MG INY 20 ML
953,SODIUM METHOTREXATE ,500 MG INY 20 ML
954,PACLITAXEL ,100 MG/16.7 ML  INY
955,PACLITAXEL ,100 MG/16.7 ML  INY
956,PACLITAXEL ,100 MG/16.7 ML  INY
957,PACLITAXEL ,100 MG/16.7 ML  INY
958,PACLITAXEL ,100 MG/16.7 ML  INY
959,PACLITAXEL ,100 MG/16.7 ML  INY
960,PACLITAXEL ,100 MG/16.7 ML  INY
961,PACLITAXEL ,100 MG/16.7 ML  INY
962,PACLITAXEL ,100 MG/16.7 ML  INY
963,PACLITAXEL ,100 MG/16.7 ML  INY
964,PACLITAXEL ,100 MG/16.7 ML  INY
965,PACLITAXEL ,100 MG/16.7 ML  INY
966,PACLITAXEL ,100 MG/16.7 ML  INY
967,PACLITAXEL ,100 MG/16.7 ML  INY
968,PACLITAXEL ,300 MG INY 50ML
969,PACLITAXEL ,300 MG INY 50ML
970,PACLITAXEL ,300 MG INY 50ML
971,PACLITAXEL ,300 MG INY 50ML
972,PACLITAXEL ,300 MG INY 50ML
973,PACLITAXEL ,300 MG INY 50ML
974,TAMOXIFENO CITRATE ,20 MG TAB
975,TAMOXIFENO CITRATE ,20 MG TAB
976,TAMOXIFENO CITRATE ,20 MG TAB
977,TAMOXIFENO CITRATE ,20 MG TAB
978,TAMOXIFENO CITRATE ,20 MG TAB
979,TAMOXIFENO CITRATE ,20 MG TAB
980,TAMOXIFENO CITRATE ,20 MG TAB
981,TAMOXIFENO CITRATE ,20 MG TAB
982,TAMOXIFENO CITRATE ,20 MG TAB
983,TAMOXIFENO CITRATE ,20 MG TAB
984,TAMOXIFENO CITRATE ,20 MG TAB
985,TAMOXIFENO CITRATE ,20 MG TAB
986,TAMOXIFENO CITRATE ,20 MG TAB
987,TAMOXIFENO CITRATE ,20 MG TAB
988,TAMOXIFENO CITRATE ,20 MG TAB
989,TAMOXIFENO CITRATE ,20 MG TAB
990,TAMOXIFENO CITRATE ,20 MG TAB
991,TAMOXIFENO CITRATE ,20 MG TAB
992,TAMOXIFENO CITRATE ,20 MG TAB
993,TAMOXIFENO CITRATE ,20 MG TAB
994,TAMOXIFENO CITRATE ,20 MG TAB
995,TAMOXIFENO CITRATE ,20 MG TAB
996,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
997,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
998,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
999,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1000,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1001,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1002,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1003,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1004,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1005,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1006,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1007,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1008,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1009,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1010,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1011,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1012,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1013,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1014,SODIUM METHOTREXATE ,25 MG/ML INY 2 ML
1015,FLUOROURACILO ,500 MG INY
1016,FLUOROURACILO ,500 MG INY
1017,FLUOROURACILO ,500 MG INY
1018,FLUOROURACILO ,500 MG INY
1019,FLUOROURACILO ,500 MG INY
1020,FLUOROURACILO ,500 MG INY
1021,FLUOROURACILO ,500 MG INY
1022,FLUOROURACILO ,500 MG INY
1023,FLUOROURACILO ,500 MG INY
1024,IFOSFAMIDA ,1 G INY
1025,IFOSFAMIDA ,1 G INY
1026,IFOSFAMIDA ,1 G INY
1027,IFOSFAMIDA ,1 G INY
1028,IFOSFAMIDA ,1 G INY
1029,IFOSFAMIDA ,1 G INY
1030,IFOSFAMIDA ,1 G INY
1031,IFOSFAMIDA ,1 G INY
1032,IFOSFAMIDA ,1 G INY
1033,IFOSFAMIDA ,1 G INY
1034,IFOSFAMIDA ,1 G INY
1035,IFOSFAMIDA ,1 G INY
1036,IFOSFAMIDA ,1 G INY
1037,IFOSFAMIDA ,1 G INY
1038,IFOSFAMIDA ,1 G INY
1039,VINCRISTINE SULFATO ,1 MG
1040,VINCRISTINE SULFATO ,1 MG
1041,VINCRISTINE SULFATO ,1 MG
1042,VINCRISTINE SULFATO ,1 MG
1043,VINCRISTINE SULFATO ,1 MG
1044,VINCRISTINE SULFATO ,1 MG
1045,VINCRISTINE SULFATO ,1 MG
1046,VINCRISTINE SULFATO ,1 MG
1047,VINCRISTINE SULFATO ,1 MG
1048,VINCRISTINE SULFATO ,1 MG
1049,VINCRISTINE SULFATO ,1 MG
1050,VINCRISTINE SULFATO ,1 MG
1051,VINCRISTINE SULFATO ,1 MG
1052,CAPECITABINA ,500 MG TAB
1053,CAPECITABINA ,500 MG TAB
1054,CAPECITABINA ,500 MG TAB
1055,CAPECITABINA ,500 MG TAB
1056,CAPECITABINA ,500 MG TAB
1057,CAPECITABINA ,500 MG TAB
1058,CAPECITABINA ,500 MG TAB
1059,CAPECITABINA ,500 MG TAB
1060,CAPECITABINA ,500 MG TAB
1061,CAPECITABINA ,500 MG TAB
1062,CAPECITABINA ,500 MG TAB
1063,CAPECITABINA ,500 MG TAB
1064,CAPECITABINA ,500 MG TAB
1065,CAPECITABINA ,500 MG TAB
1066,CAPECITABINA ,500 MG TAB
1067,CAPECITABINA ,500 MG TAB
1068,CAPECITABINA ,500 MG TAB
1069,MERCAPTOPURINA ,50 MG TAB
1070,MERCAPTOPURINA ,50 MG TAB
1071,MERCAPTOPURINA ,50 MG TAB
1072,MERCAPTOPURINA ,50 MG TAB
1073,MERCAPTOPURINA ,50 MG TAB
1074,MERCAPTOPURINA ,50 MG TAB
1075,MERCAPTOPURINA ,50 MG TAB
1076,MERCAPTOPURINA ,50 MG TAB
1077,MERCAPTOPURINA ,50 MG TAB
1078,MERCAPTOPURINA ,50 MG TAB
1079,MERCAPTOPURINA ,50 MG TAB
1080,RITUXIMAB ,100 MG/10 ML INY 10 ML
1081,RITUXIMAB ,100 MG/10 ML INY 10 ML
1082,RITUXIMAB ,100 MG/10 ML INY 10 ML
1083,RITUXIMAB ,100 MG/10 ML INY 10 ML
1084,RITUXIMAB ,100 MG/10 ML INY 10 ML
1085,RITUXIMAB ,100 MG/10 ML INY 10 ML
1086,RITUXIMAB ,100 MG/10 ML INY 10 ML
1087,RITUXIMAB ,100 MG/10 ML INY 10 ML
1088,RITUXIMAB ,100 MG/10 ML INY 10 ML
